StudentID,GPA,major_avg,AttendancePercent,FailedCourses,num_skills,num_courses_completed,project_count,internship_count,num_missing_skills,top_missing_priority,emb_pca_0,emb_pca_1,emb_pca_2,emb_pca_3,emb_pca_4,emb_pca_5,emb_pca_6,emb_pca_7,emb_pca_8,emb_pca_9,emb_pca_10,emb_pca_11,emb_pca_12,emb_pca_13,emb_pca_14,emb_pca_15,emb_pca_16,emb_pca_17,emb_pca_18,emb_pca_19,emb_pca_20,emb_pca_21,emb_pca_22,emb_pca_23,emb_pca_24,emb_pca_25,emb_pca_26,emb_pca_27,emb_pca_28,emb_pca_29,emb_pca_30,emb_pca_31
S0415,2.57,2.57,83,2,1,1,1,1,5,2.0,0.39273718,-0.23410298,0.037474085,0.026082259,0.20781976,0.17490317,-0.045641355,-0.10616954,0.09986368,0.026139546,-0.008555267,-0.05941631,0.072792254,-0.039518647,-0.030944878,0.030683046,-0.0025433148,0.121940695,0.04969185,-0.015497302,-0.108910985,-0.022661503,-0.024169503,0.044938736,-0.06366236,0.0067814,-0.032511413,0.055175193,0.013165074,-0.008365736,0.0205259,0.022834308
S0416,2.98,2.98,97,1,2,1,1,1,5,2.0,-0.25874478,0.047777645,-0.089515485,0.0775154,-0.21643575,0.14076054,-0.18656953,0.08404081,0.017481245,-0.048077956,0.0054983175,0.0063822083,0.0041070934,0.0047352,0.058845893,0.020055747,0.04325291,0.03803891,-0.03345861,-0.00040441155,-0.038843714,-0.03450606,-0.009865812,-0.0017040875,-0.015398211,-0.002329983,-0.010985958,-0.002990456,0.015350676,-0.015090701,0.009866653,0.031479392
S0417,3.41,3.41,85,2,1,2,1,1,5,2.0,-0.32043853,0.11654438,0.13476239,-0.16204275,0.09705625,-0.04765473,0.013761711,0.05057721,-0.01466498,0.038753185,0.10097597,-0.030814242,-0.03021396,0.0571106,-0.05518054,-0.03634945,0.00885758,-0.019129284,-0.0034090534,0.060328607,0.03330428,0.019264521,-0.037409775,-0.019174924,0.020539697,0.019094322,0.07833456,0.048755176,-0.011609007,-0.005755778,-0.0013705387,-0.036734983
S0418,3.88,3.88,100,0,1,1,1,1,4,2.5,0.28397766,0.11307147,-0.1452782,0.17790179,-0.0021178755,0.03399244,-0.13823967,-0.0116192065,-0.010514022,-0.03933927,0.08764648,0.10404174,0.062401988,0.073522985,0.03396991,-0.03396218,0.024621433,0.042754285,0.0658231,0.067087315,-0.055513997,0.039598357,0.011540111,0.030296389,-0.01667564,-0.021152183,-0.031781964,0.006676244,0.0043088202,0.0032443495,-0.023693161,0.014587542
S0419,3.28,3.28,80,2,1,1,1,1,5,2.0,0.019273499,-0.088026464,0.33501688,-0.25784656,-0.0265495,-0.009323521,-0.0021948633,0.00569985,-0.06747786,0.065440044,-0.018648623,-0.016572818,-0.003121928,0.0324283,-0.12352307,-0.057450972,0.011424614,0.09782821,-0.027625415,-0.008624102,0.055445917,-0.004695733,0.011788497,-0.053981014,0.022923475,0.014800783,0.04826025,-0.027304783,-0.034595355,-0.018151255,0.0384869,0.013800217
S0420,3.37,3.37,88,2,2,1,1,1,5,2.0,-0.13558905,-0.09086146,-0.2083877,0.15340596,-0.10525173,0.15410261,0.06281792,-0.0007018683,-0.053790662,0.072179936,0.04115987,0.050575387,0.032733403,-0.041801482,-0.018793961,0.045935374,0.008239531,-0.008322049,0.025567329,0.0062285387,0.04436561,-0.027101278,0.010799868,0.027284931,-0.013770127,0.03410309,-0.078873195,0.017968187,0.005561042,0.0011292546,-0.010264032,0.0004530521
S0421,3.34,3.34,94,2,1,2,1,1,5,2.0,-0.30284086,0.1281565,0.062439878,0.15569912,0.041231167,-0.041441295,0.056701135,0.007087281,0.0028120046,0.07468697,0.055480685,0.030610515,0.019871822,0.025663257,0.0065716007,-0.017673181,0.081628636,0.004443129,-0.083295345,0.016862256,-0.011291801,0.008944463,-0.052761648,0.022180395,-0.033539772,-0.018848358,0.014413696,0.043024987,-0.040833145,0.04397904,0.012690925,0.009957682
S0422,3.86,3.86,89,0,1,1,1,1,5,2.0,0.09793146,0.3327399,-0.077984095,-0.08417159,0.025789326,-0.08603247,0.024788791,-0.0079175085,-0.09682828,-0.09171641,0.044186894,-0.10010934,-0.0032539743,0.094843864,0.014645318,0.03224396,-0.05812397,0.018328646,0.0283124,-0.012288246,0.022425719,-0.026533568,0.011911146,-0.030307848,-0.038305975,0.01630001,0.016657213,0.0040340815,-0.02633521,-0.013022533,-0.04267733,0.11513747
S0423,3.02,3.02,80,2,1,1,1,1,4,2.5,-0.07996058,-0.04009278,0.26228142,0.07853803,0.15278602,0.24297917,0.035920862,-0.006574383,-0.12855917,-0.01793295,-0.015982077,0.01492036,0.018979339,-0.034814496,-0.03508016,-0.016804628,-0.04402309,0.08561837,-0.027156679,0.02563326,-0.031565808,0.06489793,0.0043826886,-0.0008951403,-0.056744266,0.067945704,0.0020056355,-0.01653241,-0.025617793,0.02670804,0.011190684,-0.0055646515
S0424,3.8,3.8,100,2,1,1,1,1,5,2.0,0.0003467028,-0.19409454,-0.19242182,0.35284898,0.003712732,0.2016969,0.042055767,-0.026789531,-0.007915664,-0.038296152,-0.06216634,-0.013639782,0.007983688,0.0010353193,0.0028162904,0.05301696,-0.0366328,-0.04156716,0.06870301,0.006969924,-0.038418815,-0.030819241,-0.0023433533,-0.002100268,-0.015866663,0.040986456,0.029146858,0.035640575,-0.051578704,0.005185632,-0.031265553,-0.003756391
S0425,2.83,2.83,83,1,1,1,1,1,5,2.0,-0.20157032,-0.03854451,0.16137157,0.14503372,-0.056274854,-0.12895128,0.022464741,-0.10657394,-0.053948857,-0.083167665,0.02266698,-0.048724517,-0.057616115,-0.026310122,0.021836223,0.012021043,0.010093676,-0.025183108,-0.021075808,0.063515805,0.014500882,0.02904985,-0.017371189,-0.0034451399,0.018249279,0.044931628,-0.011159029,-0.008716534,-0.01768079,-0.026367234,-0.0039978395,-0.024740629
S0426,3.63,3.63,94,0,1,1,1,1,5,2.0,0.09534909,0.26882213,-0.025878122,0.15461679,-0.039436985,0.08819883,0.008586708,-0.06286676,-0.10019077,-0.09374249,-0.05091659,0.11769092,0.0058106715,0.013806131,0.055697497,0.05022877,-0.019084314,-0.022309462,0.03223378,0.0068503623,-0.06376749,-0.030148918,-0.022781484,-0.0327206,0.018835418,-0.016543455,-0.019885136,-0.07377358,-0.02348894,-0.012008075,-0.01843341,-0.032580707
S0427,3.12,3.12,74,3,1,1,1,1,4,2.5,0.06204617,-0.012702989,0.18194218,0.063382566,-0.10037425,-0.017240485,0.040276844,-0.014320663,0.08539856,0.11357499,1.8777724e-05,-0.07275051,0.04357813,0.02351769,0.045979694,0.026074588,-0.042232614,-0.047132067,0.012402484,0.008319689,0.016670091,-0.0075293696,0.07108725,-0.055976693,0.061408468,-0.057475872,-0.08187611,-0.008100236,-0.05343917,-0.039824396,-0.047227472,0.024831355
S0428,3.89,3.89,95,1,1,1,1,1,5,2.0,-0.14834136,-0.19106916,-0.33377904,-0.08695338,-0.058937382,-0.0415789,0.066315144,-0.018657476,0.147845,-0.0751949,-0.046993084,0.047928862,-0.025655976,0.084974036,-0.07964474,-0.015834847,-0.060785122,0.068769954,-0.037910085,0.084902205,-0.008740299,0.11585803,0.0078093363,-0.05021457,-0.021517416,0.039249077,-0.008502135,0.016147565,0.027448732,0.01283059,-0.05310816,-0.027184911
S0429,3.3,3.3,77,1,1,2,1,1,5,2.0,-0.25357357,-0.07001881,-0.03956995,-0.029832419,0.2568305,-0.114802934,-0.02880357,0.047009744,0.048868187,-0.027142793,0.04705808,0.12869124,-0.028338393,-0.0011915135,0.05735108,0.052712902,-0.10617985,-0.0947801,0.035710007,-0.008138085,-0.09241899,0.05935519,-0.022128442,0.12506574,-0.068006255,-0.019673761,0.05468196,0.052694395,-0.0042542187,-0.0069516487,0.15088233,-0.049973074
S0430,3.91,3.91,86,0,1,1,1,1,5,2.0,0.13094832,0.34382454,0.09043734,-0.039788805,-0.13389896,-0.044643033,0.06917999,0.04125015,-0.04372922,0.0634933,0.0695838,0.037671924,0.03083406,-0.069569334,0.098349296,0.07731454,0.014050045,0.0403914,-0.019139485,0.019666618,-0.03477393,0.10986101,0.0118830735,-0.007825148,0.04486914,0.04523111,0.031451475,0.10561653,0.024858525,0.06659494,-0.0026528079,0.043730885
S0431,3.3,3.3,95,1,1,1,1,1,4,2.5,0.16720897,-0.3358356,0.25144938,-0.15169927,-0.077727385,-0.08225177,-0.06331125,-0.09824434,0.019312523,0.051612057,0.071081944,0.025372155,0.076265365,0.094199665,0.06607261,0.06358766,0.07008138,-0.062159266,-0.022696171,-0.014104112,-0.007961695,0.0069753905,-0.012700165,-0.0033298323,0.049701616,-0.041398752,0.055720035,0.006888824,0.03398991,0.0018621709,-0.009545422,-0.045391727
S0432,3.76,3.76,86,0,2,1,1,1,5,2.0,-0.08723435,-0.18163683,-0.13549435,0.12291113,-0.16791181,0.13315293,-0.053534605,0.0050586024,0.0031934099,0.018141167,0.00823961,0.09140066,-0.014477535,-0.012458492,0.08184316,-0.008941458,0.08088853,0.0031630523,-0.086564414,-0.057942245,0.041670635,-0.027213711,-0.009873237,0.07082481,0.007494634,-0.010510058,0.039992925,0.058930013,0.0020531479,-0.020412361,0.0032699327,0.00035934974
S0433,3.44,3.44,96,1,1,1,1,1,4,2.5,-0.0929557,-0.0045422413,0.06742195,-0.036532883,0.1502283,0.035530172,-0.031815924,-0.07040396,0.061549276,-0.037813827,0.117712796,-0.05190816,-0.04594077,-0.029921314,-0.10966873,-0.07395982,0.0031721913,-0.07961917,0.072243944,-6.879998e-05,0.066007756,0.07154787,0.0473609,-0.0127559425,0.0038182663,-0.00523682,-0.0072381697,0.0017479449,0.06863078,-0.046123713,0.0051780753,-0.014405866
S0434,3.8,3.8,97,0,1,1,1,1,5,2.0,0.20453587,0.2962263,-0.11636982,-0.02458782,0.035494156,0.08472468,-0.06601849,-0.005643571,0.13437663,-0.045770735,-0.01944208,-0.0702071,-0.009752019,0.024871223,0.0011520406,-0.014674723,-0.044240654,0.007658706,0.00072818255,-0.014577579,0.037133284,-0.03450118,-0.046677828,0.023403894,0.00537937,0.015984915,0.014661378,-0.008300021,0.03843573,0.044975433,0.041331444,0.02802775
S0435,3.76,3.76,84,1,1,1,1,1,5,2.0,-0.11816311,0.02802604,0.35331598,-0.002556851,-0.11997938,0.06551069,0.157872,-0.039565753,-0.025643341,-0.07570635,0.034351822,-0.004562211,-0.07094049,0.022165488,0.003982023,-0.04756912,-0.04854343,0.026947027,-0.057703435,0.07436007,-0.02022378,-0.04555837,0.061397478,0.00043314561,0.01811175,0.029134888,-0.0040476685,0.0028441162,-0.0008043999,-0.03222302,0.025190953,-0.015751554
S0436,4.0,4.0,93,0,1,1,1,1,5,2.0,0.036876407,-0.189633,-0.30911925,-0.033673637,0.11031607,0.15184636,0.040291104,-0.13622494,-0.05277647,0.18668054,0.034304872,0.059329554,-0.06220065,0.08809807,0.028105209,0.017135885,-0.059485134,-0.044791274,0.09748562,0.05780449,0.05417809,-0.026841367,0.070046686,0.031511024,-0.013440709,0.006413894,0.053620756,-0.0319091,0.048021335,0.008322425,0.05480617,-0.012866844
S0437,3.46,3.46,73,1,1,1,1,1,5,2.0,-0.31567913,0.1645872,0.027463984,0.09106088,0.022742957,-0.09136909,0.053477004,-0.06262726,-0.0130157815,0.07489943,-0.10529462,0.005361784,0.0646936,-0.018987495,-0.025273979,-0.006687526,-0.043640103,-0.0020115722,0.035998255,0.0332219,-0.009211687,0.020306073,-0.025080482,0.019113159,-0.0016652329,-0.052871063,-0.03327166,-0.003750802,0.021785634,-0.04047773,-0.00066428253,0.03710852
S0438,3.83,3.83,94,1,1,1,1,1,5,2.0,0.29118583,0.10049214,-0.036935516,0.07850035,-0.018037431,-0.046963047,0.04570244,0.01729764,-0.12699118,0.087877356,0.1280691,0.005790694,-0.018652834,0.097617336,0.09743203,0.029833684,0.064573966,0.009824474,-0.00400236,0.05729343,0.109336,0.0186114,-0.08669045,0.013210141,-0.08075632,0.038574457,-0.04358691,-0.00017966564,-0.015643429,-0.003514102,0.0025866628,0.013012667
S0439,3.77,3.77,71,3,1,1,1,1,4,2.5,0.22229008,-0.23447464,0.1158241,0.127076,0.045988083,0.02444239,0.04078351,0.19080655,0.091395766,-0.0214953,0.054276787,-0.062214322,0.003160709,-0.03596328,0.13203612,0.031224621,0.016002372,0.02183505,0.041861326,-0.05426827,-0.08094647,0.023013428,-0.11609777,0.02447788,-0.021116715,-0.053102456,0.028567998,-0.019223895,0.05071577,0.021693122,-0.015230724,0.024377512
S0440,3.32,3.32,98,1,2,1,1,1,5,2.0,-0.3122515,0.14700127,0.036077566,0.03237729,-0.19195686,0.045659993,0.06529362,0.03789231,-0.025555465,-0.0018249282,-0.017895978,-0.11929743,0.013246119,0.02931228,0.008988589,-0.0010085562,-0.013874926,-0.043404855,-0.047418233,0.02320103,-0.05103283,-0.059738394,0.03153692,-0.008881415,-0.025612893,0.05006401,-0.027021794,-0.011964944,0.062390197,-0.01856503,0.031088782,0.020769633
S0441,3.25,3.25,75,2,1,1,1,1,4,2.5,0.010883138,-0.036799297,-0.057744477,0.0037553324,0.086432375,-0.07516486,-0.11952182,-0.08785472,0.029361427,0.002841061,0.13403462,-0.00702639,0.018703353,-0.076022364,-0.1523085,0.0597779,0.019463694,0.011738208,0.011672522,0.03505542,0.0561231,-0.030695975,-0.047260985,-0.044664234,0.014312479,-0.0058134855,-0.044883747,-0.039325356,0.04467824,0.019049875,-0.028648576,-0.021010254
S0442,4.0,4.0,86,0,1,1,1,1,5,2.0,0.36896527,0.12321113,0.00020529752,-0.112998344,-0.08379617,-0.11572274,-0.12441641,-0.00399391,0.08061904,0.040833186,0.064468086,-0.048549436,-0.037699413,0.023792423,-0.0063995086,-0.05208056,0.003056945,0.010842383,0.0048501226,-0.08102953,0.039734453,0.08440174,0.06400565,0.025756504,-0.017835895,-0.004812038,-0.035593104,0.019438423,-0.044870693,0.02406393,0.024582844,-0.024163645
S0443,3.5,3.5,78,1,1,1,1,1,4,2.5,0.015812293,-0.22235876,0.26510388,-0.1969671,0.015163968,0.0044798516,0.1148814,-0.05513346,0.02187161,-0.09458468,0.015256093,-0.00012438568,0.013153751,0.050304692,0.08730938,-0.015429945,-0.03768443,0.0091274865,0.017164303,-0.02867867,0.06763077,-0.0068117753,-0.038116183,0.022350965,-0.0043681487,0.012023124,0.02353701,-0.023745256,0.032160133,0.0007284016,-0.007037822,-0.0012319655
S0444,3.57,3.57,88,1,2,1,1,1,5,2.0,-0.0811472,-0.14003928,-0.185748,0.14973445,-0.11822564,0.011924677,0.15742798,0.03380876,0.032677356,0.0012162749,-0.049334716,0.03602395,-0.03707837,-0.002410763,0.06592394,0.014255299,0.0054922285,0.028236074,-0.021355087,-0.02026969,0.025319133,-0.03363692,-0.0047356407,-0.021212406,0.027872717,0.037663773,0.00619586,-0.02850095,0.010877487,0.049309045,-0.01915351,-0.039055027
S0445,3.27,3.27,88,2,1,1,1,1,5,2.0,-0.30212408,0.1069972,0.1379094,0.010482061,0.0845792,0.05816587,0.14094236,0.10403958,-0.09416219,0.11065079,0.057844143,0.06178374,-0.09465041,0.0012833262,0.113730334,-0.03587402,0.0055610584,-0.032488093,-0.049033903,0.061677042,-0.025767531,0.01642063,-0.029149696,0.0070508197,0.02133147,-0.046137754,0.005641848,0.09537625,0.036394976,-0.04434302,-0.04960621,-0.03315877
S0446,3.48,3.48,100,0,1,1,1,1,5,2.0,0.35727245,0.20111783,-0.17662089,-0.069156,0.109913506,-0.0670307,0.09888011,0.017801214,-0.03216801,0.14542256,-0.013573679,0.00020271278,-0.030208891,-0.027941918,-0.049388092,0.047730044,-0.023274869,0.011277501,-0.023935875,0.005833435,0.023205118,-0.019002771,0.018803338,0.019571925,0.0061783,-0.040422544,0.030029247,-0.0911212,-0.020070953,-0.0621192,-0.016019447,0.0026753272
S0447,3.01,3.01,72,3,1,1,1,1,5,2.0,0.13344866,-0.24128395,0.20634736,-0.14083013,0.012184072,-0.08843871,-0.08415014,0.044265673,-0.096663244,-0.009950084,0.01742569,0.09139646,0.101003565,0.037142012,-0.036208324,0.045872513,0.03983609,-0.06820015,-0.111698456,0.030759389,0.012365822,-0.038198,0.14235432,-0.020226907,-0.029773664,0.047590945,-0.022760263,0.046851527,0.05951219,-0.038152352,0.022275923,0.03956442
S0448,2.97,2.97,92,1,2,1,1,1,5,2.0,-0.15995498,-0.12507327,-0.18152799,-0.18166725,-0.083559334,-0.017906103,-0.08047609,0.062806614,0.0003933176,-0.008372614,0.040686253,0.059005424,-0.0607197,0.019157626,0.03732384,-0.05521174,-0.107027896,-0.04092953,-0.023083163,-0.060426038,0.048154335,-0.062336102,-0.012338481,0.012987316,-0.02727499,0.021673493,-0.021424145,0.011352142,-0.019763673,-0.023709022,-0.0070555983,-0.022917632
S0449,3.49,3.49,94,1,1,2,1,1,5,2.0,-0.2974322,0.11774655,0.012863226,-0.04110896,0.17743105,-0.14820723,0.0077258176,-0.07613222,-0.004553871,-0.023013981,-0.019193394,-0.06141257,-0.0866087,-0.043253593,-0.020293718,0.0028404167,0.04242543,0.04031048,0.029337028,-0.0018845804,0.026827862,-0.038868077,-0.016729098,-0.059536368,-0.01625921,0.021534026,0.016607432,-0.04412248,-0.052208096,-0.01235502,0.014747065,-0.01699108
S0450,3.81,3.81,98,0,1,1,1,1,5,2.0,0.18780228,0.2809874,0.01979205,-0.10505001,-0.049514562,-0.025251076,0.11438797,-0.01997849,0.0013099627,-0.06786766,0.135393,0.099901065,0.026619924,-0.010670545,0.019012067,0.120934315,-0.003404252,0.00070957,-0.0880283,0.05518761,0.029838284,0.023830956,0.0014177912,0.029918745,-0.059468873,-0.0046945885,0.034502544,-0.022393784,-0.0038043943,-0.063137926,0.0013931801,0.038658865
S0451,2.82,2.82,72,1,1,1,1,1,4,2.5,0.14053106,-0.085913576,0.0956662,-0.14674264,0.047360495,0.12753622,-0.13281031,-0.029181557,0.070802666,0.09910011,0.117248446,-0.070402764,0.056334246,-0.0083088325,0.07996937,0.042408004,0.039832905,-0.15881175,-0.035611365,-0.04545958,-0.026119398,0.014967032,0.011907742,-0.00866343,0.019849125,-0.0786756,0.019502344,-0.049139854,-0.012507514,0.0142930085,-0.0055628736,-0.0337889
S0452,3.87,3.87,100,2,1,1,1,1,5,2.0,0.2470108,-0.47917053,-0.13131931,-0.11415615,-0.114379615,-0.10056739,-0.0748426,-0.019327682,-0.025391974,-0.037929356,0.02339472,-0.017194148,-0.09208262,-0.04099881,0.021894068,0.019009564,0.013934399,0.0038083978,0.04356401,0.064025536,0.06516689,0.056152243,0.07097735,-0.050121397,0.038956124,0.044010673,0.08327555,0.05206926,-0.077417694,-0.048745926,0.018449621,0.0058565326
S0453,3.7,3.7,99,2,1,2,1,1,5,2.0,-0.14931998,0.07116719,0.030347588,-0.030410958,0.0726723,-0.108480506,0.023818046,-0.015916852,0.20310497,0.031012649,0.05716197,0.053840965,0.054777738,-0.00284104,-0.015403641,-0.037552457,0.06173457,-0.013505666,0.0006544025,-0.007866875,0.055907898,-0.011242918,0.0007572018,-0.02723749,-0.06720164,0.03190833,0.04784828,0.0265217,-0.04120797,-0.007786896,0.04558812,-0.066337824
S0454,3.78,3.78,91,1,1,1,1,1,5,2.0,0.19865318,0.24667901,0.06483407,0.056483474,-0.260663,-0.091159135,0.012729944,-0.053745646,0.0015077876,-0.05355334,0.065776005,-0.1217774,0.02389725,0.025443163,0.07662684,-0.048414025,0.00912434,0.06682737,-0.017568443,-0.0397694,-0.054022945,-0.025448343,0.036545742,0.012464173,0.043767378,0.03577295,0.025634209,0.0058518844,0.015433076,-0.023693556,0.010167312,-0.034043808
S0455,3.12,3.12,77,2,1,1,1,1,5,2.0,0.16830792,-0.30084726,0.2243784,-0.1804357,-0.0041307164,-0.07904093,-0.0031477658,-0.05896775,-0.07427108,0.031993706,-0.17492254,0.09345259,0.05287171,-0.01329608,0.062877044,-0.03701522,-0.11609274,0.053655148,-0.012371983,-0.03241859,-0.078213416,-0.04559116,-0.046914663,-0.034747474,0.03187766,0.05509411,0.012535843,0.013927461,-0.057360843,0.038484752,0.04332614,0.013720654
S0456,3.91,3.91,93,1,1,1,1,1,5,2.0,-0.007869265,-0.14645728,-0.19161865,-0.13462606,-0.069644,0.030531997,0.13935533,-0.040500864,0.028452635,0.02044713,0.043067046,-0.052298926,-0.042808596,-0.026386054,0.027787803,-0.065746814,0.028273202,-0.03224159,0.020002488,0.039246906,0.088309385,-0.0020990868,-0.025695391,0.033672486,-0.040035687,-0.047136728,-0.022172548,-0.01590765,0.022449337,0.011839979,0.05297996,0.03261125
S0457,3.57,3.57,93,0,1,2,1,1,5,2.0,-0.1814544,0.112999335,-0.0011667208,-0.0033450816,0.07908194,-0.14648621,0.026018078,-0.081819296,0.07733827,-0.016496329,0.031729486,0.031259704,0.008337946,0.063301295,-0.012905516,-0.054038223,0.01843489,-0.052489556,0.0037363817,0.024316756,-0.040896844,-0.042809777,0.067224376,0.09129741,-0.008166648,0.0229152,-0.046425257,-0.008058595,0.051332865,0.045646347,-0.015922891,0.03444199
S0458,4.0,4.0,90,1,1,1,1,1,5,2.0,0.06634641,0.34894642,0.11718244,0.029051885,-0.19561443,-0.008277081,0.0344599,0.043256752,0.03135314,0.10234305,-0.018414825,-0.08015091,0.009019067,-0.07168766,0.025174865,0.012646771,-0.008417522,-0.015922353,-0.0029999625,0.010315874,0.006147824,-0.035658937,0.039844517,-0.03633578,0.0029809778,-0.028710902,0.0028955627,0.041130126,0.011523629,-0.044049162,-0.0003845362,-0.008731355
S0459,3.13,3.13,84,2,1,1,1,1,3,3.3333333333333335,0.32876924,-0.31414047,0.25262642,-0.16325803,-0.006011543,-0.047804277,0.021311838,-0.021930108,0.018720042,0.094466195,-0.060050074,0.004958584,0.031558048,0.01664349,0.011507313,0.03369292,0.107155845,0.12372291,-0.06267642,-0.00016818108,-0.02981525,-0.041409783,-0.041428037,0.030869722,0.01972746,0.027593331,0.030625725,0.06522098,-0.034983173,-0.041679736,-0.005404105,-0.023218986
S0460,3.93,3.93,94,1,2,1,1,1,5,2.0,0.016274352,-0.26274672,-0.19935429,0.24312074,-0.14344896,0.019613467,0.110886075,0.04576306,0.0078026755,0.004784206,-0.00497249,-0.11130769,0.009716547,-0.029836277,0.027737444,-0.061968256,-0.0051547987,0.034578446,-0.021770466,0.048096173,0.045359258,-0.023859302,-0.0011243351,-0.051179208,-0.028881297,-0.02786601,0.020897986,-0.010905268,-0.02473769,-0.024402054,0.002602477,-0.0030653044
S0461,4.0,4.0,87,2,1,2,1,1,5,2.0,-0.14434657,0.14399016,0.0834698,0.12383604,0.0049496894,-0.024657547,0.049493186,-0.0048443396,0.12037432,0.02259168,-0.021233294,0.038846966,-0.086294174,-0.079456516,-0.016080633,-0.122465804,-0.014991715,-0.014745324,-0.073655754,-0.040291797,-0.057664532,-0.01421606,-0.0078700865,0.026438411,0.0130517995,0.0004406513,-0.037539504,-0.0047779176,0.031520717,0.010045744,-0.048299976,0.0154666845
S0462,4.0,4.0,100,0,1,1,1,1,4,2.5,0.09608963,0.33941332,0.055726256,-0.1690126,0.02920491,0.0061352067,0.1014148,0.09026798,-0.012963591,0.035709873,0.016720694,0.07443602,-0.06735606,-0.08395588,0.044951648,0.1380619,-0.09916922,0.01108928,0.03733219,0.041801833,0.030603979,0.01989813,-0.04041762,-0.093549095,0.02674896,0.02831437,0.014241966,0.03637464,0.004877961,-0.058063336,-0.0017761231,0.044249706
S0463,3.17,3.17,90,1,1,1,1,1,4,2.5,-0.04178635,-0.036714602,0.19505017,0.07589487,0.08054418,0.21404229,-0.059573255,-0.023755081,-0.05362504,-0.03298432,-0.011400103,-0.008926357,0.017225888,0.011634288,0.055479813,0.117886096,-0.051508058,-0.052624874,-0.0052132,-0.04670876,-0.019039053,0.071795225,-0.040058155,0.02190234,0.050579235,0.03800057,0.017961666,-0.027358502,-0.05873343,0.08760856,-0.020126808,-0.04963954
S0464,3.47,3.47,85,0,2,1,1,1,5,2.0,-0.30457115,-0.008305845,-0.1846495,0.06347533,-0.06115785,0.16436212,-0.048023064,-0.007550457,-0.11553032,-0.016435048,0.0061348225,0.09509769,0.0068086605,-0.053762663,0.01975437,-0.008411037,0.04331837,0.019582575,-0.043162998,-0.039857198,-0.050152164,0.05967976,-0.020196062,-0.05985732,-0.016088687,-0.07154402,-0.0076509253,-0.024585275,0.012348658,0.003533674,0.034408417,-0.0031975692
S0465,3.23,3.23,86,0,1,2,1,1,5,2.0,-0.24316925,0.07269468,0.030010195,-0.17311911,0.08122161,-0.059634466,-0.04114081,0.070032604,0.028843246,0.032427825,0.057680827,0.021554807,-0.008933429,0.048702776,0.066670045,-0.06478646,0.042547427,-0.029120658,-0.037914533,0.029077891,0.05924958,-0.02985579,-0.04455889,-0.021148622,-0.008116568,-0.0740706,-0.00027240842,-0.0006844415,0.06019623,0.013395871,0.0071074828,-0.018210245
S0466,3.94,3.94,100,0,1,1,1,1,4,2.5,0.1651683,0.29439843,-0.06642423,-0.14379914,0.081593215,-0.037327044,0.117276214,0.11455184,0.058282737,0.00414016,0.085057646,0.047873188,0.06574692,-0.030312276,0.0521264,-0.023871547,-0.02938852,0.010933608,-0.0015630948,-0.08702313,0.045591507,-0.02780136,-0.050576482,-0.003678233,0.014003253,0.051086098,-0.005268594,-0.017525055,0.00631522,-0.032119643,0.0083984565,0.06534717
S0467,2.88,2.88,83,2,1,1,1,1,4,2.5,0.26199138,-0.28097218,0.15634282,0.22023395,-0.07660252,-0.030311598,0.034242216,0.058898963,0.14968432,-0.054576255,0.018546067,-0.039416,-0.020629873,-0.030194914,0.07373336,0.019847669,-0.0059425305,-0.0073429295,0.018947722,-0.006846255,-0.10525825,-0.10104921,0.005073579,-0.047874156,-0.014306252,-0.034813542,-0.008567871,-0.013216771,0.021463767,-0.05634674,0.0007227149,0.014711898
S0468,3.93,3.93,95,2,2,1,1,1,5,2.0,-0.03280919,-0.17990549,-0.30206427,-0.107915655,-0.086279824,-0.036211293,0.076973386,-0.018041251,0.15786153,0.035667766,0.014373152,-0.025974838,0.033770017,0.03068213,-0.0032569936,0.0022107868,-0.04840346,0.02936305,0.013023406,-0.040401354,0.015713206,-0.054219563,-0.017463308,0.035386972,-0.027618984,0.01133666,-0.025823874,-0.021767698,0.05457672,0.020741954,0.022753382,-0.05524566
S0469,3.1,3.1,94,1,1,2,1,1,5,2.0,-0.21871959,0.02012399,0.04620135,0.11405012,0.034349654,-0.12543426,0.028206008,-0.12362224,-0.049302787,-0.0018733151,-0.0521136,0.06058611,-0.029980976,-0.040414482,0.008864176,0.07076301,0.054973,0.056355957,-0.004448191,0.0153061645,-0.015118957,0.0071823276,-0.0731792,-0.0094577065,0.017901288,0.001964775,-0.078319035,0.037262037,-0.015942883,-0.00531745,-0.021503305,0.03540846
S0470,3.9,3.9,85,0,1,1,1,1,5,2.0,0.22386928,0.10104318,-0.09065307,0.18434249,-0.027783869,-0.061991915,0.02518457,0.07497366,0.017327778,0.0073339804,0.10370986,0.061648984,0.009521443,0.119762585,-0.012472999,-0.077587254,0.0083599035,-0.0035534862,0.05353023,-0.035925806,-0.011958626,0.04138062,0.04542852,-0.021713821,0.008112327,0.008119225,-0.01967099,-0.02393726,-0.029039994,0.021362156,-0.07695017,-0.0026888384
