job_id,job_title,company,location,department,job_level,required_experience_years,required_skills,preferred_certificates,date_posted,job_url,job_description
J0316,Principal It Support Engineer,Delta Systems Inc,Mansoura,Cloud/DevOps,Mid,4,"Tensorflow, Iso27001, Git, Azure, Hipaa, Spark, Docker, Kubernetes, React",AWS Certified Developer,2025-09-27,https//example.com/jobs/16,"Looking for a Mid IT Support Engineer to join Delta Systems. Must have experience in TensorFlow, ISO27001, Git. Preferred certification AWS Certified Developer."
J0317,Senior Database Administrator,Alex Tech Group,Aswan,Data,Mid,1,"Javascript, Numpy, 5G, Python",AWS Certified Developer,2025-10-06,https//example.com/jobs/17,"Looking for a Mid Database Administrator to join ALEX Tech. Must have experience in JavaScript, NumPy, 5G. Preferred certification AWS Certified Developer."
J0318,Senior Data Analyst,Delta Systems Egypt,Suez,Data,Junior,4,"Ci/Cd, Azure, React, Elasticsearch, Hipaa",AWS Certified Developer,2025-09-24,https//example.com/jobs/18,"Looking for a Junior Data Analyst to join Delta Systems. Must have experience in CI/CD, Azure, React. Preferred certification AWS Certified Developer."
J0319,Principal Mobile Developer,Techsol Egypt Group,Giza,Software,Senior,8,"Spark, Rest Apis, Git, Kubernetes, Docker, Sql",Google Professional Data Engineer,2025-11-17,https//example.com/jobs/19,"Looking for a Senior Mobile Developer to join TechSol Egypt. Must have experience in Spark, REST APIs, Git. Preferred certification Google Professional Data Engineer."
J0320,Principal Backend Developer,Cairocloud Ltd,Aswan,Software,Intern,0,"Gcp, Ci/Cd, Tcp/Ip, Hadoop, Rest Apis, Pytorch, Sql, Kubernetes",Huawei HCIP,2025-10-09,https//example.com/jobs/20,"Looking for a Intern Backend Developer to join CairoCloud. Must have experience in GCP, CI/CD, TCP/IP. Preferred certification Huawei HCIP."
J0321,Junior Data Analyst,Techsol Egypt Ltd,Cairo,Data,Senior,5,"Firewalls, Git, Microservices, Node.Js, Docker",Not Specified,2025-10-01,https//example.com/jobs/21,"Looking for a Senior Data Analyst to join TechSol Egypt. Must have experience in Firewalls, Git, Microservices. Preferred certification not required."
J0322,Junior Backend Developer,Pyramid Solutions Solutions,Giza,Software,Senior,8,"React, Azure, Numpy, Flask, Iso27001, C, Node.Js, Kubernetes, Docker",Google Professional Data Engineer,2025-11-02,https//example.com/jobs/22,"Looking for a Senior Backend Developer to join Pyramid Solutions. Must have experience in React, Azure, NumPy. Preferred certification Google Professional Data Engineer."
J0323,Principal Embedded Systems Engineer,Deltabyte Inc,Tanta,Network,Senior,10,"Azure, Gcp, Numpy, Tensorflow, Routing, React, Aws",Certified Information Systems Security Professional (CISSP),2025-10-11,https//example.com/jobs/23,"Looking for a Senior Embedded Systems Engineer to join DeltaByte. Must have experience in Azure, GCP, NumPy. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0324,Mid-Level Frontend Developer,Techsol Egypt Group,Suez,Software,Mid,4,"Terraform, Kubernetes, Microservices, Docker",Cisco CCNA,2025-09-29,https//example.com/jobs/24,"Looking for a Mid Frontend Developer to join TechSol Egypt. Must have experience in Terraform, Kubernetes, Microservices. Preferred certification Cisco CCNA."
J0325,Lead Devops Engineer,Nilesoft Inc,Hurghada,Cloud/DevOps,Mid,4,"Terraform, Routing, Ansible, Python, Iso27001, Django, Sql",Huawei HCIA,2025-10-07,https//example.com/jobs/25,"Looking for a Mid DevOps Engineer to join NileSoft. Must have experience in Terraform, Routing, Ansible. Preferred certification Huawei HCIA."
J0326,Lead Full Stack Developer,Nilesoft Ltd,Alexandria,Software,Junior,4,"Kubernetes, Gcp, Microservices, Rest Apis, Javascript, Python, Aws",AWS Certified Developer,2025-10-31,https//example.com/jobs/26,"Looking for a Junior Full Stack Developer to join NileSoft. Must have experience in Kubernetes, GCP, Microservices. Preferred certification AWS Certified Developer."
J0327,Mid-Level Database Administrator,Pharos Ai Solutions,Cairo,Data,Intern,2,"Gcp, Sql, Elasticsearch, Hipaa, Kubernetes, React",Google Professional Data Engineer,2025-10-26,https//example.com/jobs/27,"Looking for a Intern Database Administrator to join Pharos AI. Must have experience in GCP, SQL, ElasticSearch. Preferred certification Google Professional Data Engineer."
J0328,Lead Software Engineer,Nilesoft Egypt,Giza,Software,Senior,7,"C, Computer Vision, Hipaa, Pytorch, Hadoop, Tensorflow, Firewalls",Cisco CCNA,2025-10-14,https//example.com/jobs/28,"Looking for a Senior Software Engineer to join NileSoft. Must have experience in C, Computer Vision, HIPAA. Preferred certification Cisco CCNA."
J0329,Principal Backend Developer,Alex Tech Solutions,Hurghada,Software,Mid,4,"Hipaa, Spark, Pytorch, Azure, Sql, Tensorflow, React",Huawei HCIA,2025-11-16,https//example.com/jobs/29,"Looking for a Mid Backend Developer to join ALEX Tech. Must have experience in HIPAA, Spark, PyTorch. Preferred certification Huawei HCIA."
J0330,Junior Database Administrator,Techsol Egypt Group,Alexandria,Data,Senior,9,"Azure, Linux, Sql, Django, Pandas, C, Aws, Docker, Node.Js",Certified Information Systems Security Professional (CISSP),2025-10-05,https//example.com/jobs/30,"Looking for a Senior Database Administrator to join TechSol Egypt. Must have experience in Azure, Linux, SQL. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0331,Lead Data Analyst,Smartdata Labs Solutions,Tanta,Data,Junior,3,"Java, Docker, Numpy, 5G, Sql",Cisco CCNA,2025-11-15,https//example.com/jobs/31,"Looking for a Junior Data Analyst to join SmartData Labs. Must have experience in Java, Docker, NumPy. Preferred certification Cisco CCNA."
J0332,Lead Frontend Developer,Cloudworks Egypt Ltd,Mansoura,Software,Mid,8,"5G, Java, Flask, Gcp, Nosql, Terraform, C",AWS Certified Developer,2025-10-29,https//example.com/jobs/32,"Looking for a Mid Frontend Developer to join CloudWorks Egypt. Must have experience in 5G, Java, Flask. Preferred certification AWS Certified Developer."
J0333,Junior Database Administrator,Alex Tech Solutions,Tanta,Data,Mid,2,"Iso27001, Docker, Gcp, C, Hadoop, Python, Tensorflow, Aws",Not Specified,2025-11-19,https//example.com/jobs/33,"Looking for a Mid Database Administrator to join ALEX Tech. Must have experience in ISO27001, Docker, GCP. Preferred certification not required."
J0334,Mid-Level Mobile Developer,Masrsoft Egypt,Hurghada,Software,Mid,3,"Switching, Flask, Routing, Microservices, Spark, Tensorflow, Node.Js",Cisco CCNP,2025-10-16,https//example.com/jobs/34,"Looking for a Mid Mobile Developer to join MasrSoft. Must have experience in Switching, Flask, Routing. Preferred certification Cisco CCNP."
J0335,Mid-Level Systems Administrator,Pyramid Solutions Ltd,Alexandria,Network,Junior,7,"Iso27001, Routing, Numpy, Hipaa, Sql, Kubernetes",AWS Certified Solutions Architect,2025-10-10,https//example.com/jobs/35,"Looking for a Junior Systems Administrator to join Pyramid Solutions. Must have experience in ISO27001, Routing, NumPy. Preferred certification AWS Certified Solutions Architect."
J0336,Mid-Level Systems Administrator,Delta Systems Group,Aswan,Network,Senior,9,"Elasticsearch, Firewalls, Kubernetes, Microservices, Git, Sql, Python",AWS Certified Developer,2025-10-09,https//example.com/jobs/36,"Looking for a Senior Systems Administrator to join Delta Systems. Must have experience in ElasticSearch, Firewalls, Kubernetes. Preferred certification AWS Certified Developer."
J0337,Mid-Level It Support Engineer,Masrsoft Inc,Tanta,Cloud/DevOps,Junior,4,"Aws, Docker, Pytorch, Java, C",Huawei HCIP,2025-10-21,https//example.com/jobs/37,"Looking for a Junior IT Support Engineer to join MasrSoft. Must have experience in AWS, Docker, PyTorch. Preferred certification Huawei HCIP."
J0338,Lead Quality Assurance Engineer,Cloudworks Egypt Ltd,Giza,Software,Mid,4,"Rest Apis, Numpy, Azure, Pytorch, Python, Django, Aws",Google Professional Data Engineer,2025-10-05,https//example.com/jobs/38,"Looking for a Mid Quality Assurance Engineer to join CloudWorks Egypt. Must have experience in REST APIs, NumPy, Azure. Preferred certification Google Professional Data Engineer."
J0339,Principal Data Scientist,Cloudworks Egypt Solutions,Suez,AI,Junior,3,"Ci/Cd, Tensorflow, Ansible, Node.Js, Python",Not Specified,2025-10-29,https//example.com/jobs/39,"Looking for a Junior Data Scientist to join CloudWorks Egypt. Must have experience in CI/CD, TensorFlow, Ansible. Preferred certification not required."
J0340,Principal Cloud Engineer,Cloudworks Egypt Ltd,Suez,Cloud/DevOps,Mid,9,"Elasticsearch, Sql, Git, Firewalls, Gcp, Azure, Linux, Python, Aws",Not Specified,2025-10-22,https//example.com/jobs/40,"Looking for a Mid Cloud Engineer to join CloudWorks Egypt. Must have experience in ElasticSearch, SQL, Git. Preferred certification not required."
J0341,Principal Ai Researcher,Pharos Ai Solutions,Suez,AI,Junior,5,"Linux, 5G, Switching, Terraform, Aws, Python, Kubernetes",AWS Certified Developer,2025-09-29,https//example.com/jobs/41,"Looking for a Junior AI Researcher to join Pharos AI. Must have experience in Linux, 5G, Switching. Preferred certification AWS Certified Developer."
J0342,Senior Machine Learning Engineer,Delta Systems Solutions,Aswan,AI,Mid,4,"Spark, 5G, Terraform",Certified Information Systems Security Professional (CISSP),2025-10-17,https//example.com/jobs/42,"Looking for a Mid Machine Learning Engineer to join Delta Systems. Must have experience in Spark, 5G, Terraform. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0343,Senior Backend Developer,Delta Systems Inc,Aswan,Software,Mid,2,"Pandas, Git, Python, Nlp, Routing, Firewalls, Spark, Docker, Aws",Not Specified,2025-11-07,https//example.com/jobs/43,"Looking for a Mid Backend Developer to join Delta Systems. Must have experience in Pandas, Git, Python. Preferred certification not required."
J0344,Lead Mobile Developer,Cloudworks Egypt Inc,Hurghada,Software,Mid,5,"Rest Apis, Java, Pandas, 5G, Numpy, Sql, Aws",Certified Information Systems Security Professional (CISSP),2025-11-18,https//example.com/jobs/44,"Looking for a Mid Mobile Developer to join CloudWorks Egypt. Must have experience in REST APIs, Java, Pandas. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0345,Principal Machine Learning Engineer,Deltabyte Ltd,Cairo,AI,Senior,7,"Hadoop, Tensorflow, Ci/Cd",Huawei HCIA,2025-09-24,https//example.com/jobs/45,"Looking for a Senior Machine Learning Engineer to join DeltaByte. Must have experience in Hadoop, TensorFlow, CI/CD. Preferred certification Huawei HCIA."
J0346,Mid-Level Network Engineer,Giza Networks Solutions,Tanta,Network,Junior,8,"Pandas, Linux, Spark, Gcp, Node.Js, Sql, Tensorflow",Certified Information Systems Security Professional (CISSP),2025-09-22,https//example.com/jobs/46,"Looking for a Junior Network Engineer to join Giza Networks. Must have experience in Pandas, Linux, Spark. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0347,Principal Mobile Developer,Techsol Egypt Egypt,Tanta,Software,Junior,3,"Java, Azure, Docker, React, Aws",AWS Certified Solutions Architect,2025-10-30,https//example.com/jobs/47,"Looking for a Junior Mobile Developer to join TechSol Egypt. Must have experience in Java, Azure, Docker. Preferred certification AWS Certified Solutions Architect."
J0348,Mid-Level Machine Learning Engineer,Delta Systems Solutions,Alexandria,AI,Mid,1,"Kubernetes, Ci/Cd, Gcp, Computer Vision, Sql, Flask, Ansible, Docker",Cisco CCNA,2025-09-27,https//example.com/jobs/48,"Looking for a Mid Machine Learning Engineer to join Delta Systems. Must have experience in Kubernetes, CI/CD, GCP. Preferred certification Cisco CCNA."
J0349,Mid-Level Embedded Systems Engineer,Techsol Egypt Egypt,Mansoura,Network,Mid,6,"Docker, React, Azure, Django, Routing, Flask",AWS Certified Solutions Architect,2025-10-13,https//example.com/jobs/49,"Looking for a Mid Embedded Systems Engineer to join TechSol Egypt. Must have experience in Docker, React, Azure. Preferred certification AWS Certified Solutions Architect."
J0350,Lead Mobile Developer,Giza Networks Inc,Tanta,Software,Junior,7,"Spark, Rest Apis, Django",Google Professional Data Engineer,2025-10-14,https//example.com/jobs/50,"Looking for a Junior Mobile Developer to join Giza Networks. Must have experience in Spark, REST APIs, Django. Preferred certification Google Professional Data Engineer."
J0351,Mid-Level Business Analyst,Futurevision Solutions,Alexandria,Data,Mid,6,"Terraform, Git, Ci/Cd, Hadoop, Linux, Switching, Azure",AWS Certified Developer,2025-10-08,https//example.com/jobs/51,"Looking for a Mid Business Analyst to join FutureVision. Must have experience in Terraform, Git, CI/CD. Preferred certification AWS Certified Developer."
J0352,Senior Business Analyst,Delta Systems Egypt,Suez,Data,Mid,6,"Java, Rest Apis, Switching, Nosql, Kubernetes, React, Aws",Cisco CCNP,2025-11-11,https//example.com/jobs/52,"Looking for a Mid Business Analyst to join Delta Systems. Must have experience in Java, REST APIs, Switching. Preferred certification Cisco CCNP."
J0353,Senior Network Engineer,Alex Tech Ltd,Mansoura,Network,Senior,10,"Python, Ansible, Docker, Node.Js, Azure, Spark, Rest Apis",Not Specified,2025-11-08,https//example.com/jobs/53,"Looking for a Senior Network Engineer to join ALEX Tech. Must have experience in Python, Ansible, Docker. Preferred certification not required."
J0354,Mid-Level Ai Researcher,Futurevision Egypt,Suez,AI,Mid,8,"Java, Node.Js, Tcp/Ip, Aws, Numpy, Azure",Cisco CCNA,2025-11-02,https//example.com/jobs/54,"Looking for a Mid AI Researcher to join FutureVision. Must have experience in Java, Node.js, TCP/IP. Preferred certification Cisco CCNA."
J0355,Lead Embedded Systems Engineer,Alex Tech Group,Suez,Network,Mid,5,"Hipaa, 5G, Nlp, Ci/Cd, Linux, Routing",Cisco CCNA,2025-10-05,https//example.com/jobs/55,"Looking for a Mid Embedded Systems Engineer to join ALEX Tech. Must have experience in HIPAA, 5G, NLP. Preferred certification Cisco CCNA."
J0356,Lead Full Stack Developer,Futurevision Egypt,Hurghada,Software,Junior,4,"Kubernetes, Git, Linux, Firewalls, Sql",Not Specified,2025-10-29,https//example.com/jobs/56,"Looking for a Junior Full Stack Developer to join FutureVision. Must have experience in Kubernetes, Git, Linux. Preferred certification not required."
J0357,Lead Systems Administrator,Nilesoft Ltd,Hurghada,Network,Junior,8,"Routing, Python, Terraform, Tensorflow, Sql, Node.Js",Cisco CCNA,2025-09-23,https//example.com/jobs/57,"Looking for a Junior Systems Administrator to join NileSoft. Must have experience in Routing, Python, Terraform. Preferred certification Cisco CCNA."
J0358,Junior Backend Developer,Pyramid Solutions Group,Mansoura,Software,Mid,3,"Django, Python, Tcp/Ip, Git, Terraform, Elasticsearch",Cisco CCNP,2025-10-02,https//example.com/jobs/58,"Looking for a Mid Backend Developer to join Pyramid Solutions. Must have experience in Django, Python, TCP/IP. Preferred certification Cisco CCNP."
J0359,Lead Backend Developer,Pharos Ai Inc,Suez,Software,Junior,2,"Rest Apis, React, Javascript, Pytorch, Terraform, Routing, Aws, Docker",AWS Certified Developer,2025-10-06,https//example.com/jobs/59,"Looking for a Junior Backend Developer to join Pharos AI. Must have experience in REST APIs, React, JavaScript. Preferred certification AWS Certified Developer."
J0360,Lead Full Stack Developer,Pyramid Solutions Inc,Aswan,Software,Mid,3,"Pandas, Elasticsearch, Iso27001, Routing, Hadoop, Terraform, Javascript, Python",AWS Certified Developer,2025-11-20,https//example.com/jobs/60,"Looking for a Mid Full Stack Developer to join Pyramid Solutions. Must have experience in Pandas, ElasticSearch, ISO27001. Preferred certification AWS Certified Developer."
J0361,Mid-Level Data Analyst,Masrsoft Egypt,Hurghada,Data,Junior,1,"Azure, Nosql, Hipaa, React, Node.Js, Aws, Docker",Huawei HCIA,2025-09-21,https//example.com/jobs/61,"Looking for a Junior Data Analyst to join MasrSoft. Must have experience in Azure, NoSQL, HIPAA. Preferred certification Huawei HCIA."
J0362,Principal Database Administrator,Smartdata Labs Egypt,Suez,Data,Junior,6,"Tcp/Ip, Ci/Cd, React, Aws, Gcp, Python, Kubernetes",Huawei HCIP,2025-10-18,https//example.com/jobs/62,"Looking for a Junior Database Administrator to join SmartData Labs. Must have experience in TCP/IP, CI/CD, React. Preferred certification Huawei HCIP."
J0363,Mid-Level Full Stack Developer,Pyramid Solutions Egypt,Hurghada,Software,Mid,5,"React, Javascript, Sql, Routing, Aws",Cisco CCNA,2025-10-19,https//example.com/jobs/63,"Looking for a Mid Full Stack Developer to join Pyramid Solutions. Must have experience in React, JavaScript, SQL. Preferred certification Cisco CCNA."
J0364,Mid-Level Full Stack Developer,Smartdata Labs Inc,Mansoura,Software,Mid,5,"Terraform, Rest Apis, Elasticsearch, Node.Js, C, Hadoop, Switching, Sql, Aws, Python",Cisco CCNA,2025-09-22,https//example.com/jobs/64,"Looking for a Mid Full Stack Developer to join SmartData Labs. Must have experience in Terraform, REST APIs, ElasticSearch. Preferred certification Cisco CCNA."
J0365,Senior Frontend Developer,Delta Systems Group,Cairo,Software,Lead,11,"C, Nosql, Git, Ansible, Elasticsearch, Linux, Iso27001, Kubernetes, Python, Tensorflow",Google Professional Data Engineer,2025-10-31,https//example.com/jobs/65,"Looking for a Lead Frontend Developer to join Delta Systems. Must have experience in C, NoSQL, Git. Preferred certification Google Professional Data Engineer."
J0366,Mid-Level Product Manager,Nilesoft Inc,Suez,Software,Junior,8,"Django, Sql, 5G, Spark, Rest Apis, Tensorflow, Docker, React",Cisco CCNA,2025-11-02,https//example.com/jobs/66,"Looking for a Junior Product Manager to join NileSoft. Must have experience in Django, SQL, 5G. Preferred certification Cisco CCNA."
J0367,Mid-Level Cybersecurity Analyst,Cloudworks Egypt Solutions,Cairo,Other,Mid,6,"Switching, Flask, Numpy, Microservices, Python, Kubernetes",Not Specified,2025-10-20,https//example.com/jobs/67,"Looking for a Mid Cybersecurity Analyst to join CloudWorks Egypt. Must have experience in Switching, Flask, NumPy. Preferred certification not required."
J0368,Senior Database Administrator,Techsol Egypt Ltd,Hurghada,Data,Mid,7,"Javascript, Kubernetes, Linux, Tensorflow, Tcp/Ip, Elasticsearch, Python, Docker",Certified Information Systems Security Professional (CISSP),2025-09-28,https//example.com/jobs/68,"Looking for a Mid Database Administrator to join TechSol Egypt. Must have experience in JavaScript, Kubernetes, Linux. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0369,Mid-Level Software Engineer,Masrsoft Solutions,Hurghada,Software,Senior,10,"Python, Hipaa, Spark, Node.Js, Aws, Flask, Ci/Cd, React",AWS Certified Developer,2025-11-01,https//example.com/jobs/69,"Looking for a Senior Software Engineer to join MasrSoft. Must have experience in Python, HIPAA, Spark. Preferred certification AWS Certified Developer."
J0370,Lead Machine Learning Engineer,Smartdata Labs Inc,Mansoura,AI,Mid,4,"Git, Firewalls, Azure, Ci/Cd, Pytorch, Pandas, Kubernetes, Docker",Huawei HCIP,2025-11-18,https//example.com/jobs/70,"Looking for a Mid Machine Learning Engineer to join SmartData Labs. Must have experience in Git, Firewalls, Azure. Preferred certification Huawei HCIP."
J0371,Principal Quality Assurance Engineer,Pyramid Solutions Solutions,Alexandria,Software,Senior,10,"5G, Microservices, Linux, Python, Tcp/Ip, Routing, Node.Js",Certified Information Systems Security Professional (CISSP),2025-11-15,https//example.com/jobs/71,"Looking for a Senior Quality Assurance Engineer to join Pyramid Solutions. Must have experience in 5G, Microservices, Linux. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0372,Junior Machine Learning Engineer,Smartdata Labs Solutions,Suez,AI,Junior,7,"Switching, Docker, Azure, Pandas, Aws, Spark",AWS Certified Solutions Architect,2025-10-11,https//example.com/jobs/72,"Looking for a Junior Machine Learning Engineer to join SmartData Labs. Must have experience in Switching, Docker, Azure. Preferred certification AWS Certified Solutions Architect."
J0373,Principal Product Manager,Futurevision Solutions,Aswan,Software,Mid,2,"C, Tensorflow, Microservices, 5G, Django, Elasticsearch, Docker, React",AWS Certified Developer,2025-10-24,https//example.com/jobs/73,"Looking for a Mid Product Manager to join FutureVision. Must have experience in C, TensorFlow, Microservices. Preferred certification AWS Certified Developer."
J0374,Senior Business Analyst,Techsol Egypt Egypt,Alexandria,Data,Mid,4,"Git, Gcp, 5G, Kubernetes, Aws",Google Professional Data Engineer,2025-11-01,https//example.com/jobs/74,"Looking for a Mid Business Analyst to join TechSol Egypt. Must have experience in Git, GCP, 5G. Preferred certification Google Professional Data Engineer."
J0375,Mid-Level Frontend Developer,Alex Tech Ltd,Aswan,Software,Lead,12,"C, React, Azure, Tcp/Ip, Aws, Node.Js, Hadoop",AWS Certified Developer,2025-11-08,https//example.com/jobs/75,"Looking for a Lead Frontend Developer to join ALEX Tech. Must have experience in C, React, Azure. Preferred certification AWS Certified Developer."
J0376,Junior Full Stack Developer,Smartdata Labs Egypt,Alexandria,Software,Mid,1,"Switching, Javascript, Tcp/Ip, Aws, Sql",Cisco CCNP,2025-10-14,https//example.com/jobs/76,"Looking for a Mid Full Stack Developer to join SmartData Labs. Must have experience in Switching, JavaScript, TCP/IP. Preferred certification Cisco CCNP."
J0377,Principal Database Administrator,Cairocloud Solutions,Hurghada,Data,Mid,5,"Nosql, Node.Js, Pandas, Azure, Kubernetes, React, Tensorflow",Certified Information Systems Security Professional (CISSP),2025-11-18,https//example.com/jobs/77,"Looking for a Mid Database Administrator to join CairoCloud. Must have experience in NoSQL, Node.js, Pandas. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0378,Junior Embedded Systems Engineer,Cairocloud Group,Hurghada,Network,Mid,6,"Gcp, Python, Ci/Cd, Tcp/Ip, Sql, React",Certified Information Systems Security Professional (CISSP),2025-11-20,https//example.com/jobs/78,"Looking for a Mid Embedded Systems Engineer to join CairoCloud. Must have experience in GCP, Python, CI/CD. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0379,Lead Devops Engineer,Deltabyte Egypt,Mansoura,Cloud/DevOps,Mid,7,"Ci/Cd, Routing, Docker, Pandas, Git, Kubernetes",AWS Certified Developer,2025-10-06,https//example.com/jobs/79,"Looking for a Mid DevOps Engineer to join DeltaByte. Must have experience in CI/CD, Routing, Docker. Preferred certification AWS Certified Developer."
J0380,Mid-Level Cybersecurity Analyst,Deltabyte Group,Tanta,Other,Mid,6,"Numpy, Linux, Python, Sql, Tensorflow",AWS Certified Solutions Architect,2025-11-18,https//example.com/jobs/80,"Looking for a Mid Cybersecurity Analyst to join DeltaByte. Must have experience in NumPy, Linux, Python. Preferred certification AWS Certified Solutions Architect."
J0381,Mid-Level Quality Assurance Engineer,Futurevision Ltd,Suez,Software,Senior,9,"Nlp, Aws, Docker, Gcp",Huawei HCIA,2025-10-31,https//example.com/jobs/81,"Looking for a Senior Quality Assurance Engineer to join FutureVision. Must have experience in NLP, AWS, Docker. Preferred certification Huawei HCIA."
J0382,Mid-Level Full Stack Developer,Masrsoft Inc,Cairo,Software,Junior,10,"Firewalls, Computer Vision, Tensorflow, Python",AWS Certified Developer,2025-11-18,https//example.com/jobs/82,"Looking for a Junior Full Stack Developer to join MasrSoft. Must have experience in Firewalls, Computer Vision, TensorFlow. Preferred certification AWS Certified Developer."
J0383,Principal Systems Administrator,Alex Tech Solutions,Aswan,Network,Junior,3,"Computer Vision, Ansible, Microservices, Linux, Sql, Gcp, Git, Tensorflow, Aws, Kubernetes",Cisco CCNA,2025-11-07,https//example.com/jobs/83,"Looking for a Junior Systems Administrator to join ALEX Tech. Must have experience in Computer Vision, Ansible, Microservices. Preferred certification Cisco CCNA."
J0384,Senior Cloud Engineer,Cloudworks Egypt Egypt,Giza,Cloud/DevOps,Mid,3,"Aws, Numpy, Hipaa, Computer Vision, Node.Js",AWS Certified Developer,2025-11-10,https//example.com/jobs/84,"Looking for a Mid Cloud Engineer to join CloudWorks Egypt. Must have experience in AWS, NumPy, HIPAA. Preferred certification AWS Certified Developer."
J0385,Junior Cybersecurity Analyst,Techsol Egypt Ltd,Mansoura,Other,Mid,10,"Gcp, Firewalls, Pandas, Computer Vision, Django, Python",Huawei HCIP,2025-10-21,https//example.com/jobs/85,"Looking for a Mid Cybersecurity Analyst to join TechSol Egypt. Must have experience in GCP, Firewalls, Pandas. Preferred certification Huawei HCIP."
J0386,Mid-Level Software Engineer,Deltabyte Egypt,Tanta,Software,Senior,7,"Ci/Cd, Routing, Spark, Sql, Tensorflow, Python",AWS Certified Developer,2025-09-29,https//example.com/jobs/86,"Looking for a Senior Software Engineer to join DeltaByte. Must have experience in CI/CD, Routing, Spark. Preferred certification AWS Certified Developer."
J0387,Senior Backend Developer,Techsol Egypt Solutions,Mansoura,Software,Lead,7,"Azure, Terraform, Tensorflow, Aws",Google Professional Data Engineer,2025-10-20,https//example.com/jobs/87,"Looking for a Lead Backend Developer to join TechSol Egypt. Must have experience in Azure, Terraform, TensorFlow. Preferred certification Google Professional Data Engineer."
J0388,Lead Devops Engineer,Masrsoft Group,Aswan,Cloud/DevOps,Mid,5,"Django, Rest Apis, Spark, Linux, C, Computer Vision, Python",Huawei HCIP,2025-10-19,https//example.com/jobs/88,"Looking for a Mid DevOps Engineer to join MasrSoft. Must have experience in Django, REST APIs, Spark. Preferred certification Huawei HCIP."
J0389,Lead Business Analyst,Delta Systems Ltd,Tanta,Data,Junior,8,"Nlp, Javascript, Numpy, Linux, Docker, Flask, Ci/Cd, Sql, Kubernetes, React",AWS Certified Developer,2025-11-02,https//example.com/jobs/89,"Looking for a Junior Business Analyst to join Delta Systems. Must have experience in NLP, JavaScript, NumPy. Preferred certification AWS Certified Developer."
J0390,Principal Data Analyst,Masrsoft Egypt,Cairo,Data,Junior,8,"Tensorflow, Iso27001, Kubernetes, React",Not Specified,2025-10-04,https//example.com/jobs/90,"Looking for a Junior Data Analyst to join MasrSoft. Must have experience in TensorFlow, ISO27001, Kubernetes. Preferred certification not required."
J0391,Principal Embedded Systems Engineer,Delta Systems Group,Hurghada,Network,Junior,5,"Python, Linux, Pytorch, Tensorflow, Gcp, Nosql, Flask, Kubernetes, Aws",AWS Certified Solutions Architect,2025-09-29,https//example.com/jobs/91,"Looking for a Junior Embedded Systems Engineer to join Delta Systems. Must have experience in Python, Linux, PyTorch. Preferred certification AWS Certified Solutions Architect."
J0392,Principal Software Engineer,Alex Tech Ltd,Hurghada,Software,Mid,2,"Gcp, Javascript, Tensorflow, Spark",Not Specified,2025-09-28,https//example.com/jobs/92,"Looking for a Mid Software Engineer to join ALEX Tech. Must have experience in GCP, JavaScript, TensorFlow. Preferred certification not required."
J0393,Mid-Level Frontend Developer,Smartdata Labs Inc,Suez,Software,Senior,8,"Microservices, Aws, C, Ansible, Routing, Ci/Cd",AWS Certified Solutions Architect,2025-09-24,https//example.com/jobs/93,"Looking for a Senior Frontend Developer to join SmartData Labs. Must have experience in Microservices, AWS, C. Preferred certification AWS Certified Solutions Architect."
J0394,Lead Product Manager,Giza Networks Group,Aswan,Software,Mid,7,"React, Node.Js, Switching, Pytorch, Firewalls, Tensorflow",Cisco CCNA,2025-10-30,https//example.com/jobs/94,"Looking for a Mid Product Manager to join Giza Networks. Must have experience in React, Node.js, Switching. Preferred certification Cisco CCNA."
J0395,Mid-Level Embedded Systems Engineer,Pyramid Solutions Group,Tanta,Network,Mid,5,"Microservices, Hadoop, Django, Flask, Kubernetes, Iso27001, React",Certified Information Systems Security Professional (CISSP),2025-11-16,https//example.com/jobs/95,"Looking for a Mid Embedded Systems Engineer to join Pyramid Solutions. Must have experience in Microservices, Hadoop, Django. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0396,Junior Ai Researcher,Giza Networks Ltd,Tanta,AI,Senior,12,"Django, Switching, Hadoop, Iso27001, Gcp, Computer Vision, Tensorflow",Huawei HCIA,2025-11-03,https//example.com/jobs/96,"Looking for a Senior AI Researcher to join Giza Networks. Must have experience in Django, Switching, Hadoop. Preferred certification Huawei HCIA."
J0397,Mid-Level Product Manager,Nilesoft Solutions,Giza,Software,Senior,6,"Django, Computer Vision, Tensorflow, Javascript, 5G, Flask, Sql",Google Professional Data Engineer,2025-10-13,https//example.com/jobs/97,"Looking for a Senior Product Manager to join NileSoft. Must have experience in Django, Computer Vision, TensorFlow. Preferred certification Google Professional Data Engineer."
